2018/1/6 10:00,19.5,7.38,1.18,765,19,7.05,1.28,80.6,0.002L,0.005L,1L,0.1L,0.21,0.28,5.58,0.93,0.03,0.01,6.96,211
2018/1/6 12:00,19.5,7.36,0.88,752,19,7.57,1.288,79.8,0.002L,0.007,1L,0.1L,0.22,0.37,7.08,0.95,0.05,0.02,10.2,213
2018/1/6 14:00,19.5,7.36,1.16,751,20,7.16,1.302,79.7,0.002L,0.005L,1L,0.1L,0.21,0.4,7.3,0.96,0.04,0.01,7.92,214
2018/1/6 16:00,19.5,7.36,0.78,753,20,7.21,1.321,80.5,0.002L,0.005,1L,0.1L,0.21,0.38,7.05,0.97,0.05,0.03,11.6,215
2018/1/6 18:00,19.4,7.36,1.15,753,18,7.44,1.319,79.9,0.002L,0.005L,1L,0.1L,0.22,0.37,8.42,0.99,0.05,0.02,10.2,217
2018/1/6 20:00,19.4,7.37,0.77,772,17,7.05,1.34,79.9,0.002L,0.006,1L,0.1L,0.21,0.37,6.19,1,0.05,0.03,11.6,218
2018/1/6 22:00,19.5,7.38,1.1,796,24,7.46,1.376,83.2,0.002L,0.006,1L,0.1L,0.19,0.56,12.13,1.02,0.09,0.08,19.8,220
2018/1/7 0:00,19.5,7.38,1.15,788,32,7.21,1.415,83.5,0.002L,0.005L,1L,0.1L,0.21,0.69,13.95,1.04,0.07,0.06,16,222
2018/1/7 2:00,19.3,7.39,0.61,767,47,7.48,1.435,81,0.002L,0.005L,1L,0.1L,0.22,0.59,12.55,1.07,0.08,0.06,18.1,226
2018/1/7 4:00,19.1,7.39,0.69,750,47,7.12,1.426,80.3,0.002L,0.009,1L,0.1L,0.22,0.48,18.03,1.13,0.14,0.14,32.5,232
2018/1/7 6:00,19,7.37,0.76,727,40,7.16,1.415,83.5,0.002L,0.005L,1L,0.1L,0.25,0.43,25.15,1.19,0.17,0.17,40.5,238
2018/1/7 8:00,18.8,7.4,0.75,691,50,6.68,1.353,80.7,0.002L,0.005L,1L,0.1L,0.24,0.14,28.29,1.31,0.13,0.12,32.6,251
2018/1/7 10:00,18.8,7.4,1.33,710,32,6.69,lr,78.9,0.002L,0.006,1L,0.1L,0.23,0.12,28.13,1.5,0.13,0.13,35.2,271
2018/1/7 12:00,18.9,7.37,1.04,702,41,6.37,lr,77.1,0.002L,0.007,1L,0.1L,0.23,0.03,33.01,1.69,0.22,0.23,64,291
2018/1/7 14:00,19,7.28,1.04,563,65,6.61,lr,71.4,0.002L,0.007,1L,0.1L,0.23,0.03,54.28,1.71,0.27,0.3,79.4,294
2018/1/7 16:00,18.9,7.19,1.17,404,108,5.93,lr,67.5,0.002L,0.019,1L,0.1L,0.21,0.03,56.54,1.71,0.26,0.28,76.4,294
2018/1/7 18:00,18.6,7.14,1.26,336,96,4.93,lr,57.7,0.002L,0.017,1L,0.1L,0.22,0.02,42,1.55,0.11,0.1,30.4,276
2018/1/7 20:00,18.4,7.11,1.45,307,98,4.31,lr,54,0.002L,0.008,1L,0.1L,0.21,0.01,22.25,1.38,0.1,0.08,24.5,258
2018/1/7 22:00,18.3,7.11,1.27,306,93,4.37,lr,53,0.002L,0.018,1L,0.1L,0.22,0.02,16.64,1.35,0.11,0.1,28,255
2018/1/8 0:00,18.2,7.07,1.13,292,82,3.97,lr,50.7,0.002L,0.013,1L,0.1L,0.18,0.03,17.92,1.38,0.09,0.08,23,258
2018/1/8 2:00,18.1,7.04,1.41,281,74,3.33,lr,48.5,0.002L,0.012,1L,0.1L,0.17,0.01,19.22,1.39,0.13,0.12,33.7,259
2018/1/8 4:00,18.1,7.05,1.17,287,69,3.35,lr,47.8,0.002L,0.013,1L,0.1L,0.17,0.01,20.57,1.41,0.11,0.1,28.7,261
2018/1/8 6:00,18.1,7.06,1.16,296,58,3.47,lr,49.5,0.002L,0.016,1L,0.1L,0.16,0.02,20.86,1.42,0.1,0.09,26.2,262
2018/1/8 8:00,18.1,7.08,1.31,301,54,3.32,lr,50.9,0.002L,0.011,1L,0.1L,0.15,0.01,20.25,1.46,0.07,0.05,19,267
2018/1/8 10:00,18,7.09,1.19,305,52,3.11,lr,49.4,0.002L,0.018,1L,0.1L,0.15,0.02,21.23,1.45,0.13,0.12,34.6,266
2018/1/8 12:00,17.9,7.09,1.28,293,47,3.08,lr,48.9,0.002L,0.015,1L,0.1L,0.12,0.01,34.37,1.25,0.19,0.2,46.4,244
2018/1/8 14:00,17.6,7.09,1.26,292,55,3,lr,47.5,0.002L,0.016,1L,0.1L,0.11,0.01L,39.63,1.03,0.27,0.3,59.7,221
2018/1/8 16:00,17.3,7.07,1.47,290,51,2.93,lr,46.5,0.002L,0.02,1L,0.1L,0.11,0.02,37.22,0.96,0.18,0.19,38.5,214
2018/1/8 18:00,17.1,7.06,1.51,288,60,2.99,lr,45.5,0.002L,0.015,1L,0.1L,0.09,0.01,37.95,0.96,0.23,0.25,49.2,214
2018/1/8 20:00,16.9,7.07,2.08,297,60,3.16,lr,D,0.002L,0.018,1L,0.1L,0.09,0.03,33.4,1.01,0.19,0.2,41.6,219
2018/1/8 22:00,16.6,7.09,2.47,295,68,3.12,0.293,42.3,0.002L,0.016,1L,0.1L,0.09,0.03,32.98,1.11,0.22,0.23,50.6,230
2018/1/9 0:00,16.3,7.08,2.38,297,78,2.98,0.678,42.3,0.002L,0.017,1L,0.1L,0.08,0.03,40.15,1.19,0.27,0.3,64.3,238
2018/1/9 2:00,16,7.07,2.96,305,74,2.95,0.734,42.3,0.002L,0.026,1L,0.1L,0.09,0.02,46.69,1.27,0.28,0.31,68.9,246
2018/1/9 4:00,16,7.05,2.69,322,69,2.67,0.706,42.3,0.002L,0.027,1L,0.1L,0.08,0.02,49.93,1.34,0.29,0.32,73.7,254
2018/1/9 6:00,16,7.06,2.61,347,92,2.47,0.685,42.3,0.002L,0.015,1L,0.1L,0.07,0.01L,64.36,1.47,0.33,0.37,88.4,268
2018/1/9 8:00,16,7.07,2.85,357,87,2.44,lp,42.3,0.002L,0.015,1L,0.1L,lr,0.02,60.11,1.55,0.28,0.31,77.3,276
2018/1/9 10:00,15.9,7.07,2.97,348,49,DEL,lp,46.3,0.002L,0.015,1L,0.1L,lr,0.02,25,1.56,0.16,0.16,44.3,277
2018/1/9 12:00,15,7.05,3.14,327,63,2.23,0.609,47.1,0.002L,0.012,lr,0.1L,0.08,0.02,50.13,1.57,0.27,0.3,75.1,278
2018/1/9 14:00,15.6,7.05,3.32,304,80,2.31,0.637,46.9,0.002L,0.012,1L,0.1L,0.1,0.02,61.58,1.55,0.37,0.42,102,276
2018/1/9 16:00,15.5,7.07,3.84,286,84,2.11,0.56,43.8,0.002L,0.011,1L,0.1L,0.09,0.03,65.84,1.44,0.27,0.29,71.3,264
2018/1/9 18:00,15.3,7.07,3.49,279,81,2.06,0.502,43.2,0.002L,0.007,1L,0.1L,0.08,0.01,54.08,1.32,0.28,0.31,70.6,252
2018/1/9 20:00,15,7.07,3.57,291,58,1.92,0.493,44.4,0.002L,0.012,1L,0.1L,0.1,0.02,,,,,,
2018/1/9 22:00,14.8,7.07,3.87,282,36,1.85,0.474,43.5,0.002L,0.011,1L,0.1L,0.1,0.01,,,,,,
2018/1/10 0:00,14.7,7.07,4.13,279,28,1.7,0.477,41.2,0.002L,0.012,1L,0.1L,0.08,0.02,,,,,,
2018/1/10 2:00,14.5,7.08,4.45,271,27,1.62,0.472,40.7,0.002L,0.008,1L,0.1L,0.08,0.02,,,,,,
2018/1/10 4:00,14.3,7.08,5.47,260,23,1.62,0.481,40.4,0.002L,0.013,1L,0.1L,0.08,0.03,,,,,,
2018/1/10 6:00,14.2,7.08,5.08,263,18,1.58,0.49,39.7,0.002L,0.01,1L,0.1L,0.07,0.02,,,,,,
2018/1/10 8:00,14.1,7.09,5.1,253,17,1.51,0.498,37.8,0.002L,0.011,1L,0.1L,0.06,0.01,,,,,,
2018/1/10 10:00,14.2,7.1,5.47,264,12,1.62,0.506,38.4,0.002L,0.012,1L,0.1L,0.07,0.02,,,,,,
2018/1/10 12:00,14.6,7.1,5.67,268,11,1.46,0.546,39.3,0.002L,0.012,1L,0.1L,0.06,0.02,,,,,,
2018/1/10 14:00,14.9,7.08,5.49,270,12,1.59,0.488,40.1,0.002L,0.012,1L,0.1L,0.06,0.02,,,,,,
2018/1/10 16:00,15.1,7.08,5.21,271,20,1.55,0.471,41.7,0.002L,0.01,1L,0.1L,0.07,0.02,,,,,,
2018/1/10 18:00,15,7.06,5.44,264,24,1.6,0.456,40.8,0.002L,0.009,1L,0.1L,0.05,0.02,,,,,,
2018/1/10 20:00,14.9,7.04,4.91,278,25,1.45,0.458,42.6,0.002L,0.01,1L,0.1L,0.05,0.02,,,,,,
2018/1/10 22:00,14.8,7.03,5.03,275,19,1.68,0.485,41.5,0.002L,0.012,1L,0.1L,0.05,0.01L,,,,,,
2018/1/11 0:00,14.7,7.01,4.21,263,13,1.44,0.468,41.8,0.002L,0.008,1L,0.1L,0.06,0.01,,,,,,
2018/1/11 2:00,14.6,7.01,4.91,261,10,1.43,0.42,41.5,0.002L,0.01,1L,0.1L,0.05,0.01,,,,,,
2018/1/11 4:00,14.5,7,4.33,257,10,1.48,0.453,40.8,0.002L,0.009,1L,0.1L,0.04,0.02,,,,,,
2018/1/11 6:00,14.5,7,4.43,258,10,1.47,0.465,40.4,0.002L,0.007,1L,0.1L,0.06,0.02,,,,,,
2018/1/11 8:00,14.5,7.01,3.79,280,502,1.55,DEL,DEL,0.002L,ZD,1L,0.1L,0.02,0.48,,,,,,
2018/1/11 10:00,14.5,7.13,3.41,326,439,1.61,0.563,49.7,0.002L,ZD,1L,0.1L,0.05,0.11,,,,,,
2018/1/11 12:00,14.9,7.12,3.53,348,84,1.84,0.439,45.5,0.002L,0.01,1L,0.1L,0.08,0.03,,,,,,
2018/1/11 14:00,15.4,7.12,4.28,356,50,2.08,0.497,43.1,0.002L,0.011,1L,0.1L,0.1,0.03,,,,,,
2018/1/11 16:00,15.7,7.13,2.74,361,40,2.22,0.478,43.7,0.002L,0.008,1L,0.1L,0.08,0.03,,,,,,
2018/1/11 18:00,15.7,7.12,2.49,359,31,2.16,0.488,44.8,0.002L,0.012,1L,0.1L,0.09,0.03,,,,,,
2018/1/11 20:00,15.4,7.11,2.81,369,26,2.17,0.495,45.4,0.002L,0.012,1L,0.1L,0.09,0.01,,,,,,
2018/1/13 16:00,15.4,7.14,3.76,478,10,3.48,0.488,54.3,0.002L,0.01,1L,0.1L,0.09,0.01,,,,,,
2018/1/13 18:00,16.6,7.17,1.42,458,10,3.34,0.736,52.1,0.002L,0.011,1L,0.1L,0.11,0.02,,,,,,
2018/1/13 20:00,16.3,7.18,2.19,476,10,3.41,0.735,53.8,0.002L,0.013,1L,0.1L,0.13,0.01L,,,,,,
2018/1/13 22:00,15.9,7.19,2.74,498,10,3.29,0.722,55,0.002L,0.009,1L,0.1L,0.13,0.02,,,,,,
2018/1/14 0:00,15.6,7.2,2.02,504,10,3.37,0.718,59.7,0.002L,0.012,1L,0.1L,0.14,0.02,,,,,,
2018/1/14 2:00,15.5,7.21,2.07,514,10,3.33,0.729,57,0.002L,0.012,1L,0.1L,0.14,0.01L,,,,,,
2018/1/14 4:00,15.5,7.22,2.84,484,10,3.31,0.723,55.2,0.002L,0.014,1L,0.1L,0.14,0.04,,,,,,
2018/1/14 6:00,15.4,7.24,2.82,527,10,3.42,0.844,58.3,0.002L,0.012,1L,0.1L,0.14,0.02,,,,,,
2018/1/14 8:00,15.4,7.27,3.11,526,10,3.42,0.745,59.3,0.002L,0.012,1L,0.1L,0.14,0.03,,,,,,
2018/1/14 10:00,15.6,7.27,2.29,550,10,3.47,0.787,60.3,0.002L,0.011,1L,0.1L,0.16,0.02,,,,,,
2018/1/14 12:00,16.2,7.3,2.23,600,10,4.07,lp,56.5,0.002L,0.013,1L,0.1L,lr,lp,,,,,,
2018/1/14 14:00,16.8,7.3,1.99,569,10,lp,lp,59.7,lp,lp,1L,0.1L,lr,lp,,,,,,
2018/1/14 16:00,17.2,7.3,3.27,545,10,lp,lp,55.5,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/14 18:00,17.2,7.31,1.68,562,10,lp,lp,56.6,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/14 20:00,16.8,7.3,2.48,564,10,lp,lp,54.4,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/14 22:00,16.7,7.29,4.39,544,10,lp,lp,53.7,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 0:00,16.5,7.3,1.83,445,10,lp,lp,52.7,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 2:00,16.4,7.29,2.1,562,10,lp,lp,51.9,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 4:00,16.4,7.29,1.77,570,10,lp,lp,52,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 6:00,16.3,7.3,1.97,580,10,lp,lp,53.2,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 8:00,16.3,7.3,1.72,596,10,lp,lp,55.4,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 10:00,16.5,7.31,1.99,613,10,lp,lp,54.7,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 12:00,17.1,7.32,2.12,622,10,lp,lp,57.2,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 14:00,17.7,7.32,2.52,637,10,lp,lp,59.7,lp,lp,1L,0.1L,lr,lp,,,,,,
2018/1/15 16:00,18.1,7.33,2.95,620,10,lp,lp,59,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 18:00,18.1,7.34,2.01,626,10,lp,lp,60.4,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 20:00,17.9,7.34,1.6,642,10,lp,lp,62.4,lp,lp,lr,lr,lr,lp,,,,,,
2018/1/15 22:00,17.8,7.33,2.23,635,10,4.6,0.904,62,0.002L,0.007,1L,0.1L,0.2,0.01L,,,,,,
2018/1/16 0:00,17.7,7.34,2.47,646,10,4.66,0.901,66.1,0.002L,0.007,1L,0.1L,0.19,0.08,,,,,,
2018/1/16 2:00,17.7,7.34,1.5,630,10,4.49,0.92,66.7,0.002L,0.005,1L,0.1L,0.18,0.03,,,,,,
2018/1/16 4:00,17.7,7.34,1.76,628,10,4.68,0.953,66.3,0.002L,0.007,1L,0.1L,0.18,0.04,,,,,,
2018/1/16 6:00,17.8,7.33,1.11,664,10,4.76,0.964,66.9,0.002L,0.007,1L,0.1L,0.18,0.01L,,,,,,
2018/1/16 8:00,17.9,7.32,1.37,638,10,4.8,0.98,65.3,0.002L,0.008,1L,0.1L,0.17,0.03,,,,,,
2018/1/16 10:00,18.1,7.33,0.94,642,10,4.96,0.982,63.3,0.002L,0.008,1L,0.1L,0.17,0.03,,,,,,
2018/1/16 12:00,18.6,7.32,2.65,545,10,5.66,0.994,65.8,0.002L,0.006,1L,0.1L,0.18,0.03,,,,,,
2018/1/16 14:00,19.2,7.33,0.81,595,10,5.28,0.97,66.6,0.002L,0.007,1L,0.1L,0.19,0.02,,,,,,
2018/1/16 16:00,19.4,7.33,1.23,628,9,5.19,0.981,66.7,0.002L,0.005L,1L,0.1L,0.2,0.04,,,,,,
2018/1/16 18:00,19.5,7.35,0.77,648,20,4.84,0.919,69.1,0.002L,0.005L,1L,0.1L,0.18,0.01,,,,,,
2018/1/16 20:00,19.7,7.33,1,607,37,4.64,0.907,66.3,0.002L,0.008,1L,0.1L,0.18,0.06,,,,,,
2018/1/16 22:00,19.4,7.34,0.98,603,34,4.37,0.891,65.2,0.002L,0.006,1L,0.1L,0.18,0.01,,,,,,
2018/1/17 0:00,19.3,7.34,1.04,575,27,4.46,0.864,62.3,0.002L,0.005L,1L,0.1L,0.17,0.05,,,,,,
2018/1/17 2:00,19.1,7.35,1.21,625,25,4.22,0.859,61.9,0.002L,0.007,1L,0.1L,0.17,0.01,,,,,,
2018/1/17 4:00,19,7.35,0.56,605,17,4.31,0.92,61.5,0.002L,0.007,1L,0.1L,0.17,0.02,,,,,,
2018/1/17 6:00,18.9,7.36,0.77,654,10,4.55,0.955,63.3,0.002L,0.005L,1L,0.1L,0.18,0.05,,,,,,
2018/1/17 8:00,18.8,7.38,0.81,628,10,4.73,1.025,63.8,0.002L,0.008,1L,0.1L,0.17,lr,,,,,,
2018/1/17 16:00,20.3,7.4,0.76,650,19,4.73,0.385,68.3,0.002L,0.006,1L,0.1L,0.19,lr,,,,,,
2018/1/17 18:00,20.4,7.41,0.99,650,23,5.09,0.545,66.1,0.002L,0.005L,1L,0.1L,0.18,lr,,,,,,
2018/1/17 20:00,20.3,7.41,0.76,663,20,5.16,0.986,66.9,0.002L,0.005,1L,0.1L,0.19,lr,,,,,,
2018/1/17 22:00,20.1,7.41,0.46,665,15,5.29,1.009,70.2,0.002L,0.005,1L,0.1L,0.2,lr,,,,,,
2018/1/18 0:00,20.1,7.41,0.91,673,10,5.47,1.049,73.1,0.002L,0.005L,1L,0.1L,0.2,lr,,,,,,
2018/1/18 2:00,20,7.41,0.6,649,9,5.36,1.061,71.4,0.002L,0.005L,1L,0.1L,0.21,lr,,,,,,
2018/1/18 4:00,19.9,7.41,1.61,651,10,5.59,1.106,75.2,0.002L,0.005L,1L,0.1L,0.23,lr,,,,,,
2018/1/18 6:00,19.9,7.4,0.47,666,10,5.74,1.157,76.6,0.002L,0.005L,1L,0.1L,0.23,lr,,,,,,
2018/1/18 8:00,19.9,7.4,1.51,660,10,5.62,1.186,76.5,0.002L,0.006,1L,0.1L,0.23,lr,,,,,,
2018/1/18 10:00,20.2,7.41,1.52,660,9,5.81,1.206,75.9,0.002L,0.005L,1L,0.1L,0.24,lr,,,,,,
2018/1/18 12:00,20.8,7.4,0.37,652,9,5.96,1.194,75.3,0.002L,0.006,1L,0.1L,0.24,lr,,,,,,
2018/1/18 14:00,21.3,7.4,0.59,644,9,5.87,1.206,73.1,0.002L,0.006,1L,0.1L,0.25,0.01L,,,,,,
2018/1/18 16:00,21.4,7.4,0.21,648,9,6.31,1.187,73.2,0.002L,0.005L,1L,0.1L,0.24,0.02,,,,,,
